0s - (0,0,0) - LoginPlayerState
41s - (33172,32493,7) - CreatureMove
41s - (33172,32494,7) - MoveSouth
42s - (33172,32494,7) - CreatureMove
42s - (33173,32494,7) - MoveEast
42s - (33173,32494,7) - CreatureMove
42s - (33173,32495,7) - MoveSouth
42s - (33173,32495,7) - CreatureMove
42s - (33174,32495,7) - MoveEast
43s - (33174,32495,7) - CreatureMove
43s - (33175,32495,7) - MoveEast
43s - (33175,32495,7) - CreatureMove
43s - (33175,32496,7) - MoveSouth
44s - (33175,32496,7) - CreatureMove
44s - (33175,32497,7) - MoveSouth
44s - (33175,32497,7) - CreatureMove
44s - (33175,32498,7) - MoveSouth
44s - (33175,32498,7) - CreatureMove
44s - (33175,32499,7) - MoveSouth
45s - (33175,32499,7) - CreatureMove
45s - (33175,32500,7) - MoveSouth
45s - (33175,32500,7) - PlayerStats
45s - (33175,32500,7) - CreatureHealth
45s - (33175,32500,7) - PlayerStats
45s - (33175,32500,7) - CreatureMove
45s - (33175,32501,7) - MoveSouth
46s - (33175,32501,7) - CreatureMove
46s - (33175,32502,7) - MoveSouth
46s - (33175,32502,7) - CreatureMove
46s - (33175,32503,7) - MoveSouth
46s - (33175,32503,7) - CreatureMove
46s - (33175,32504,7) - MoveSouth
47s - (33175,32504,7) - CreatureMove
47s - (33175,32505,7) - MoveSouth
47s - (33175,32505,7) - CreatureMove
47s - (33175,32506,7) - MoveSouth
48s - (33175,32506,7) - CreatureMove
48s - (33175,32507,7) - MoveSouth
48s - (33175,32507,7) - CreatureMove
48s - (33175,32508,7) - MoveSouth
48s - (33175,32508,7) - CreatureMove
48s - (33175,32509,7) - MoveSouth
49s - (33175,32509,7) - CreatureMove
49s - (33175,32510,7) - MoveSouth
49s - (33175,32510,7) - MoveCancel
49s - (33175,32510,7) - CreatureMove
49s - (33175,32511,7) - MoveSouth
50s - (33175,32511,7) - CreatureMove
50s - (33175,32512,7) - MoveSouth
50s - (33175,32512,7) - ContainerOpen
50s - (33175,32512,7) - CreatureMove
50s - (33175,32513,7) - MoveSouth
51s - (33175,32513,7) - ContainerOpen
51s - (33175,32513,7) - PlayerStats
51s - (33175,32513,7) - CreatureHealth
51s - (33175,32513,7) - PlayerStats
51s - (33175,32513,7) - CreatureMove
51s - (33175,32514,7) - MoveSouth
52s - (33175,32514,7) - CreatureMove
52s - (33175,32515,7) - MoveSouth
52s - (33175,32515,7) - CreatureMove
52s - (33175,32516,7) - MoveSouth
52s - (33175,32516,7) - CreatureMove
52s - (33175,32517,7) - MoveSouth
53s - (33175,32517,7) - CreatureMove
53s - (33175,32518,7) - MoveSouth
53s - (33175,32518,7) - CreatureMove
53s - (33175,32519,7) - MoveSouth
54s - (33175,32519,7) - ContainerOpen
54s - (33175,32519,7) - CreatureMove
54s - (33175,32520,7) - MoveSouth
54s - (33175,32520,7) - CreatureMove
54s - (33175,32521,7) - MoveSouth
55s - (33175,32521,7) - CreatureMove
55s - (33175,32522,7) - MoveSouth
55s - (33175,32522,7) - CreatureMove
55s - (33175,32523,7) - MoveSouth
56s - (33175,32523,7) - ContainerOpen
56s - (33175,32523,7) - CreatureMove
56s - (33175,32524,7) - MoveSouth
57s - (33175,32524,7) - CreatureMove
57s - (33175,32525,7) - MoveSouth
57s - (33175,32525,7) - EffectLight
57s - (33175,32525,7) - CreatureMove
57s - (33175,32524,7) - MoveNorth
57s - (33175,32524,7) - PlayerStats
57s - (33175,32524,7) - CreatureHealth
57s - (33175,32524,7) - PlayerStats
58s - (33175,32524,7) - CreatureMove
58s - (33175,32523,7) - MoveNorth
58s - (33175,32523,7) - CreatureMove
58s - (33175,32522,7) - MoveNorth
58s - (33175,32522,7) - CreatureMove
58s - (33175,32521,7) - MoveNorth
59s - (33175,32521,7) - CreatureMove
59s - (33175,32520,7) - MoveNorth
59s - (33175,32520,7) - CreatureMove
59s - (33175,32519,7) - MoveNorth
1m0s - (33175,32519,7) - CreatureMove
1m0s - (33175,32518,7) - MoveNorth
1m0s - (33175,32518,7) - CreatureMove
1m0s - (33175,32517,7) - MoveNorth
1m0s - (33175,32517,7) - CreatureMove
1m0s - (33176,32517,7) - MoveEast
1m1s - (33176,32517,7) - CreatureMove
1m1s - (33176,32516,7) - MoveNorth
1m1s - (33176,32516,7) - CreatureMove
1m1s - (33177,32516,7) - MoveEast
1m2s - (33177,32516,7) - CreatureMove
1m2s - (33177,32515,7) - MoveNorth
1m2s - (33177,32515,7) - CreatureMove
1m2s - (33178,32515,7) - MoveEast
1m3s - (33178,32515,7) - CreatureMove
1m3s - (33178,32514,7) - MoveNorth
1m3s - (33178,32514,7) - CreatureMove
1m3s - (33179,32514,7) - MoveEast
1m3s - (33179,32514,7) - PlayerStats
1m3s - (33179,32514,7) - CreatureHealth
1m3s - (33179,32514,7) - PlayerStats
1m3s - (33179,32514,7) - CreatureMove
1m3s - (33179,32513,7) - MoveNorth
1m4s - (33179,32513,7) - CreatureMove
1m4s - (33180,32513,7) - MoveEast
1m4s - (33180,32513,7) - CreatureMove
1m4s - (33180,32512,7) - MoveNorth
1m5s - (33180,32512,7) - CreatureMove
1m5s - (33181,32512,7) - MoveEast
1m5s - (33181,32512,7) - CreatureMove
1m5s - (33181,32511,7) - MoveNorth
1m5s - (33181,32511,7) - MoveCancel
1m5s - (33181,32511,7) - ContainerOpen
1m6s - (33181,32511,7) - CreatureMove
1m6s - (33181,32510,7) - MoveNorth
1m6s - (33181,32510,7) - ContainerOpen
1m6s - (33181,32510,7) - CreatureMove
1m6s - (33181,32509,7) - MoveNorth
1m7s - (33181,32509,7) - CreatureMove
1m7s - (33182,32509,7) - MoveEast
1m8s - (33182,32509,7) - ContainerOpen
1m8s - (33182,32509,7) - CreatureMove
1m8s - (33182,32508,7) - MoveNorth
1m9s - (33182,32508,7) - PlayerStats
1m9s - (33182,32508,7) - CreatureHealth
1m9s - (33182,32508,7) - PlayerStats
1m9s - (33182,32508,7) - ContainerOpen
1m9s - (33182,32508,7) - CreatureMove
1m9s - (33182,32507,7) - MoveNorth
1m10s - (33182,32507,7) - ContainerOpen
1m11s - (33182,32507,7) - CreatureMove
1m11s - (33182,32506,7) - MoveNorth
1m11s - (33182,32506,7) - CreatureMove
1m11s - (33182,32505,7) - MoveNorth
1m12s - (33182,32505,7) - CreatureMove
1m12s - (33182,32504,7) - MoveNorth
1m12s - (33182,32504,7) - CreatureMove
1m12s - (33182,32503,7) - MoveNorth
1m12s - (33182,32503,7) - CreatureMove
1m12s - (33182,32502,7) - MoveNorth
1m13s - (33182,32502,7) - CreatureMove
1m13s - (33182,32501,7) - MoveNorth
1m13s - (33182,32501,7) - CreatureMove
1m13s - (33182,32500,7) - MoveNorth
1m14s - (33182,32500,7) - CreatureMove
1m14s - (33182,32499,7) - MoveNorth
1m14s - (33182,32499,7) - CreatureMove
1m14s - (33182,32498,7) - MoveNorth
1m14s - (33182,32498,7) - CreatureMove
1m14s - (33182,32497,7) - MoveNorth
1m15s - (33182,32497,7) - CreatureMove
1m15s - (33182,32496,7) - MoveNorth
1m15s - (33182,32496,7) - CreatureMove
1m15s - (33182,32495,7) - MoveNorth
1m15s - (33182,32495,7) - PlayerStats
1m15s - (33182,32495,7) - CreatureHealth
1m15s - (33182,32495,7) - PlayerStats
1m16s - (33182,32495,7) - CreatureMove
1m16s - (33182,32494,7) - MoveNorth
1m16s - (33182,32494,7) - CreatureMove
1m16s - (33182,32493,7) - MoveNorth
1m16s - (33182,32493,7) - CreatureMove
1m16s - (33182,32492,7) - MoveNorth
1m17s - (33182,32492,7) - CreatureMove
1m17s - (33182,32491,7) - MoveNorth
1m17s - (33182,32491,7) - CreatureMove
1m17s - (33182,32490,7) - MoveNorth
1m18s - (33182,32490,7) - CreatureMove
1m18s - (33182,32489,7) - MoveNorth
1m18s - (33182,32489,7) - CreatureMove
1m18s - (33182,32488,7) - MoveNorth
1m18s - (33182,32488,7) - CreatureMove
1m18s - (33182,32487,7) - MoveNorth
1m19s - (33182,32487,7) - CreatureMove
1m19s - (33182,32486,7) - MoveNorth
1m19s - (33182,32486,7) - CreatureMove
1m19s - (33182,32485,7) - MoveNorth
1m20s - (33182,32485,7) - CreatureMove
1m20s - (33182,32484,7) - MoveNorth
1m20s - (33182,32484,7) - CreatureMove
1m20s - (33182,32483,7) - MoveNorth
1m20s - (33182,32483,7) - CreatureMove
1m20s - (33182,32482,7) - MoveNorth
1m21s - (33182,32482,7) - CreatureMove
1m21s - (33182,32481,7) - MoveNorth
1m21s - (33182,32481,7) - PlayerStats
1m21s - (33182,32481,7) - CreatureHealth
1m21s - (33182,32481,7) - PlayerStats
1m21s - (33182,32481,7) - CreatureMove
1m21s - (33182,32480,7) - MoveNorth
1m22s - (33182,32480,7) - VIPLogin
1m22s - (33182,32480,7) - CreatureMove
1m22s - (33182,32479,7) - MoveNorth
1m22s - (33182,32479,7) - CreatureMove
1m22s - (33182,32478,7) - MoveNorth
1m22s - (33182,32478,7) - CreatureMove
1m22s - (33182,32477,7) - MoveNorth
1m23s - (33182,32477,7) - CreatureMove
1m23s - (33182,32476,7) - MoveNorth
1m23s - (33182,32476,7) - CreatureMove
1m23s - (33182,32475,7) - MoveNorth
1m24s - (33182,32475,7) - CreatureMove
1m24s - (33182,32474,7) - MoveNorth
1m24s - (33182,32474,7) - CreatureMove
1m24s - (33183,32474,7) - MoveEast
1m25s - (33183,32474,7) - CreatureMove
1m25s - (33183,32473,7) - MoveNorth
1m25s - (33183,32473,7) - CreatureMove
1m25s - (33183,32472,7) - MoveNorth
1m26s - (33183,32472,7) - CreatureMove
1m26s - (33183,32471,7) - MoveNorth
1m26s - (33183,32471,7) - CreatureMove
1m26s - (33184,32471,7) - MoveEast
1m27s - (33184,32471,7) - CreatureMove
1m27s - (33185,32471,7) - MoveEast
1m27s - (33185,32471,7) - VIPLogout
1m27s - (33185,32471,7) - CreatureMove
1m27s - (33186,32471,7) - MoveEast
1m27s - (33186,32471,7) - PlayerStats
1m27s - (33186,32471,7) - CreatureHealth
1m27s - (33186,32471,7) - PlayerStats
1m27s - (33186,32471,7) - CreatureMove
1m27s - (33187,32471,7) - MoveEast
1m28s - (33187,32471,7) - CreatureMove
1m28s - (33188,32471,7) - MoveEast
1m28s - (33188,32471,7) - CreatureMove
1m28s - (33189,32471,7) - MoveEast
1m29s - (33189,32471,7) - CreatureMove
1m29s - (33190,32471,7) - MoveEast
1m29s - (33190,32471,7) - CreatureMove
1m29s - (33191,32471,7) - MoveEast
1m29s - (33191,32471,7) - CreatureMove
1m29s - (33192,32471,7) - MoveEast
1m30s - (33192,32471,7) - CreatureMove
1m30s - (33193,32471,7) - MoveEast
1m30s - (33193,32471,7) - CreatureMove
1m30s - (33194,32471,7) - MoveEast
1m31s - (33194,32471,7) - CreatureMove
1m31s - (33195,32471,7) - MoveEast
1m31s - (33195,32471,7) - CreatureMove
1m31s - (33195,32470,7) - MoveNorth
1m31s - (33195,32470,7) - CreatureMove
1m31s - (33195,32469,7) - MoveNorth
1m32s - (33195,32469,7) - CreatureMove
1m32s - (33196,32469,7) - MoveEast
1m32s - (33196,32469,7) - CreatureMove
1m32s - (33197,32469,7) - MoveEast
1m32s - (33197,32469,7) - CreatureMove
1m32s - (33197,32468,7) - MoveNorth
1m32s - (33197,32468,7) - CreatureMove
1m32s - (33197,32467,7) - MoveNorth
1m33s - (33197,32467,7) - CreatureMove
1m33s - (33197,32466,7) - MoveNorth
1m33s - (33197,32466,7) - CreatureMove
1m33s - (33197,32465,7) - MoveNorth
1m33s - (33197,32465,7) - PlayerStats
1m33s - (33197,32465,7) - CreatureHealth
1m33s - (33197,32465,7) - PlayerStats
1m33s - (33197,32465,7) - CreatureMove
1m33s - (33197,32464,7) - MoveNorth
1m34s - (33197,32464,7) - CreatureMove
1m34s - (33197,32463,7) - MoveNorth
1m34s - (33197,32463,7) - CreatureMove
1m34s - (33198,32463,7) - MoveEast
1m34s - (33198,32463,7) - CreatureHealth
1m34s - (33198,32463,7) - CreatureMove
1m34s - (33198,32462,7) - MoveNorth
1m35s - (33198,32462,7) - CreatureMove
1m35s - (33199,32462,7) - MoveEast
1m35s - (33199,32462,7) - CreatureMove
1m35s - (33200,32462,7) - MoveEast
1m35s - (33200,32462,7) - CreatureMove
1m35s - (33201,32462,7) - MoveEast
1m35s - (33201,32462,7) - MoveCancel
1m36s - (33201,32462,7) - CreatureMove
1m36s - (33202,32462,7) - MoveEast
1m36s - (33202,32462,7) - CreatureMove
1m36s - (33203,32462,7) - MoveEast
1m36s - (33203,32462,7) - CreatureMove
1m36s - (33204,32462,7) - MoveEast
1m36s - (33204,32462,7) - CreatureMove
1m36s - (33205,32462,7) - MoveEast
1m37s - (33205,32462,7) - CreatureMove
1m37s - (33206,32462,7) - MoveEast
1m37s - (33206,32462,7) - CreatureMove
1m37s - (33207,32462,7) - MoveEast
1m37s - (33207,32462,7) - CreatureMove
1m37s - (33207,32461,7) - MoveNorth
1m38s - (33207,32461,7) - CreatureMove
1m38s - (33208,32461,7) - MoveEast
1m38s - (33208,32461,7) - CreatureMove
1m38s - (33208,32460,7) - MoveNorth
1m38s - (33208,32460,7) - CreatureMove
1m38s - (33209,32460,7) - MoveEast
1m39s - (33209,32460,7) - CreatureMove
1m39s - (33210,32460,7) - MoveEast
1m39s - (33210,32460,7) - CreatureMove
1m39s - (33210,32459,7) - MoveNorth
1m39s - (33210,32459,7) - CreatureMove
1m39s - (33210,32458,7) - MoveNorth
1m39s - (33210,32458,7) - PlayerStats
1m39s - (33210,32458,7) - CreatureHealth
1m39s - (33210,32458,7) - PlayerStats
1m39s - (33210,32458,7) - CreatureMove
1m39s - (33210,32457,7) - MoveNorth
1m40s - (33210,32457,7) - CreatureMove
1m40s - (33210,32456,7) - MoveNorth
1m40s - (33210,32456,7) - CreatureMove
1m40s - (33210,32455,7) - MoveNorth
1m40s - (33210,32455,7) - CreatureHealth
1m40s - (33210,32455,7) - CreatureMove
1m40s - (33210,32454,7) - MoveNorth
1m41s - (33210,32454,7) - CreatureMove
1m41s - (33210,32453,7) - MoveNorth
1m41s - (33210,32453,7) - CreatureMove
1m41s - (33210,32452,7) - MoveNorth
1m41s - (33210,32452,7) - CreatureMove
1m41s - (33210,32451,7) - MoveNorth
1m42s - (33210,32451,7) - CreatureMove
1m42s - (33210,32450,7) - MoveNorth
1m42s - (33210,32450,7) - CreatureMove
1m42s - (33210,32449,7) - MoveNorth
1m42s - (33210,32449,7) - CreatureMove
1m42s - (33210,32448,7) - MoveNorth
1m42s - (33210,32448,7) - CreatureMove
1m43s - (33210,32448,7) - CreatureMove
1m43s - (33211,32448,7) - MoveEast
1m43s - (33211,32448,7) - MoveCancel
1m43s - (33211,32448,7) - CreatureMove
1m43s - (33212,32448,7) - MoveEast
1m43s - (33212,32448,7) - CreatureMove
1m43s - (33213,32448,7) - MoveEast
1m44s - (33213,32448,7) - CreatureMove
1m44s - (33214,32448,7) - MoveEast
1m44s - (33214,32448,7) - CreatureMove
1m44s - (33215,32448,7) - MoveEast
1m44s - (33215,32448,7) - CreatureMove
1m44s - (33216,32448,7) - MoveEast
1m44s - (33216,32448,7) - CreatureMove
1m44s - (33216,32448,7) - CreatureMove
1m44s - (33216,32447,7) - MoveNorth
1m45s - (33216,32447,7) - VIPLogout
1m45s - (33216,32447,7) - CreatureMove
1m45s - (33217,32447,7) - MoveEast
1m45s - (33217,32447,7) - PlayerStats
1m45s - (33217,32447,7) - CreatureHealth
1m45s - (33217,32447,7) - PlayerStats
1m45s - (33217,32447,7) - CreatureMove
1m45s - (33217,32446,7) - MoveNorth
1m46s - (33217,32446,7) - CreatureMove
1m46s - (33217,32445,7) - MoveNorth
1m46s - (33217,32445,7) - CreatureMove
1m46s - (33217,32444,7) - MoveNorth
1m46s - (33217,32444,7) - CreatureMove
1m46s - (33217,32443,7) - MoveNorth
1m47s - (33217,32443,7) - CreatureMove
